Cluster ID	Cluster name	Supercluster	Class auto-annotation	Neurotransmitter auto-annotation	Neuropeptide auto-annotation	Subtype auto-annotation	Transferred MTG Label	Top three regions	Top three dissections	Top Enriched Genes	Number of cells	DoubletFinder score	Total UMI	Fraction unspliced	Fraction mitochondrial	H19.30.002	H19.30.001	H18.30.002	H18.30.001	Fraction cells from top donor	Number of donors
315	LRL_315	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CALCB CART CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 95.9%, Medulla: 1.9%, Cerebral cortex: 1.5%	Human PnEN: 47.2%, Human DTg: 31.1%, Human PN: 9.4%	ADAMTS20, LINC00616, AL139351.3, BARHL1, IRX2, ADGRD2, EGFLAM, AC093765.2, C6orf141, LINC02381	267	0.053417568	25812.50936	0.698162085	0.003980108	27	73	163	4	0.610486891	4
316	LRL_316	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CALCB CBLN CHGA CHGB CRH GAL IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 76.6%, Medulla: 22.0%, Midbrain: 0.6%	Human PnEN: 53.4%, Human MoAN: 10.7%, Human DTg: 8.7%	ADAMTS20, NTRK1, AL139351.3, INSRR, BARHL1, AC022239.1, AL359208.1, CDH23, IRX2, HOXD3	1939	0.097624114	41527.00155	0.700591434	0.008169665	193	542	1194	10	0.615781331	4
317	LRL_317	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CALCB CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 97.6%, Medulla: 2.1%, Midbrain: 0.2%	Human PnRF: 36.1%, Human PnEN: 23.6%, Human PN: 22.5%	BMP5, ADAMTS20, AL139351.3, AC093765.2, INSRR, LINC00836, CDH23, AC136431.1, IRX2, EGFLAM	4858	0.079877572	34622.50535	0.735460061	0.004076712	586	1836	2436	0	0.501440922	3
318	LRL_318	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 98.8%, Medulla: 0.7%, Midbrain: 0.5%	Human PN: 54.9%, Human PnEN: 17.1%, Human DTg: 14.1%	AC093765.2, AL139351.3, ADAMTS20, LINC00836, LINC00210, BMP5, AC136431.1, BARHL1, LINC00355, IRX2	7999	0.061646934	29694.76985	0.691604976	0.004363006	1089	3570	3340	0	0.446305788	3
319	LRL_319	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 97.8%, Midbrain: 1.2%, Medulla: 1.0%	Human PN: 45.9%, Human PnEN: 25.5%, Human PnRF: 15.0%	LINC00355, IRX2, AL139351.3, AC136431.1, AC093765.2, S100A10, ADAMTS20, LINC02476, CDH23, BARHL1	8164	0.059533137	24030.20884	0.705006169	0.005645585	1001	3755	3408	0	0.459946105	3
320	LRL_320	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 90.4%, Medulla: 6.2%, Basal forebrain: 3.2%	Human PN: 27.7%, Human PnEN: 25.8%, Human PnRF: 21.5%	AL139351.3, AC093765.2, IRX2, LINC00355, LINC02476, AC136431.1, BMP5, TINAG, HOXC4, LINC00363	27800	0.055777026	23116.21978	0.693157777	0.006240698	3911	10783	13106	0	0.471438849	3
321	LRL_321	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 95.9%, Medulla: 3.3%, Midbrain: 0.4%	Human PnEN: 40.4%, Human PN: 30.9%, Human DTg: 13.1%	IRX2, AL139351.3, GADL1, AC136431.1, NLRP1, CDH23, LINC02476, LINC01798, INSRR, VEPH1	1119	0.071601963	30917.77927	0.712683024	0.010503186	78	208	832	1	0.743521001	4
322	LRL_322	Lower rhombic lip	NEUR	VGLUT1 VGLUT2	ADCYAP AGT CALCB CART CBLN CHGA CHGB CRH IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 83.9%, Medulla: 15.5%, Cerebral cortex: 0.4%	Human PnEN: 48.0%, Human DTg: 22.6%, Human MoRF-MoEN: 8.5%	LINC01982, AL359208.1, BMP5, AC007422.1, ADAMTS20, SLC5A7, EGFLAM, AL139351.3, INSRR, NTRK1	504	0.097599468	35798.22421	0.741762839	0.009281625	32	73	397	2	0.787698413	4
323	Mmb_323	Mammillary body	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 99.7%, Thalamus: 0.2%, Midbrain: 0.2%	Human MN: 49.2%, Human HTHma-HTHtub: 39.6%, Human HTHma: 7.5%	AC244258.1, FOXB1, AL691420.1, PITX2, LHX1-DT, LHX1, DRD3, ADGRD1, STAC, AL139231.1	654	0.032370031	31826.59633	0.69425843	0.005184523	47	309	298	0	0.472477064	3
324	Mmb_324	Mammillary body	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human MN: 52.3%, Human HTHma-HTHtub: 34.2%, Human HTHma: 13.5%	LINC00410, AC244258.1, PITX2, FOXB1, TNFRSF11B, AL691420.1, LHX1-DT, LHX1, DRD3, MYO5B	3071	0.033513514	40205.15467	0.693367268	0.007288642	345	1466	1260	0	0.477368935	3
325	Mmb_325	Mammillary body	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human MN: 50.6%, Human HTHma-HTHtub: 43.4%, Human HTHma: 6.0%	LINC00410, AC244258.1, FSHR, PITX2, FOXB1, TNFRSF11B, AL691420.1, AC009975.1, LHX1-DT, LHX1	2155	0.036157773	38953.17773	0.682623175	0.008160953	219	1064	872	0	0.493735499	3
326	Mmb_326	Mammillary body	NEUR	VGLUT2	ADCYAP CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human MN: 64.1%, Human HTHma: 24.5%, Human HTHma-HTHtub: 11.0%	AC244258.1, SIM1, LINC00410, PITX2, FOXB1, AC087664.2, LHX1-DT, LHX1, AL691420.1, AC012501.2	1553	0.051152608	47143.17772	0.72905702	0.006767666	327	552	674	0	0.433998712	3
327	Mmb_327	Mammillary body	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%	Human MN: 66.7%, Human HTHma: 27.8%, Human HTHma-HTHtub: 5.4%	LINC00410, PITX2, AC244258.1, AL691420.1, FOXB1, TNFRSF11B, LHX1-DT, LHX1, DRD3, MYO5B	1581	0.046919671	50795.47122	0.752717684	0.008122605	278	526	777	0	0.491461101	3
328	Mmb_328	Mammillary body	NEUR	HDC VGLUT2	ADCYAP CHGA CHGB NAMPT NUCB NXPH SCG TAC VGF proSAAS		N/A	Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human MN: 40.4%, Human HTHma: 29.5%, Human HTHtub: 26.0%	LINC00410, PITX2, AL691420.1, SIM1, LHX1-DT, FOXB1, AC087664.2, TNFRSF11B, LHX1, FSHR	2346	0.029081878	33095.47783	0.768017929	0.039673946	613	782	951	0	0.405370844	3
329	Mmb_329	Mammillary body	NEUR	HDC VGLUT2	ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG TAC UBL proSAAS		N/A	Hypothalamus: 99.7%, Midbrain: 0.3%, Thalamus: 0.1%	Human HTHma-HTHtub: 33.4%, Human HTHtub: 25.8%, Human MN: 23.5%	SIM1, AL691420.1, FOXB1, PITX2, AC244258.1, LHX1-DT, ADGRL4, DAPL1, ANXA3, AC093912.1	1487	0.026919973	28960.47276	0.755961475	0.012133769	211	753	523	0	0.506388702	3
330	Mmb_330	Mammillary body	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS		N/A	Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%	Human MN: 44.6%, Human HTHma-HTHtub: 36.1%, Human HTHma: 19.2%	AC244258.1, AL691420.1, PITX2, FOXB1, SIM1, ANXA3, LHX1-DT, AC087664.2, AC093912.1, LHX1	1808	0.04153208	35252.82909	0.706319234	0.004601759	197	1000	611	0	0.553097345	3
331	Mmb_331	Mammillary body	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Hypothalamus: 96.6%, Midbrain: 2.3%, Cerebral cortex: 1.1%	Human MN: 45.7%, Human HTHma: 22.9%, Human HTHma-HTHtub: 18.9%	PITX2, SIM1, PANCR, AC083837.1, FOXB1, AL691420.1, LHX1-DT, C14orf39, PKHD1L1, NPSR1	175	0.065942857	19672.31429	0.731829225	0.005800499	30	75	68	2	0.428571429	4
332	Mmb_332	Mammillary body	NEUR	VGLUT2	ADCYAP CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL proSAAS		N/A	Hypothalamus: 99.9%, Thalamus: 0.1%, Cerebral cortex: 0.0%	Human MN: 44.7%, Human HTHma: 37.0%, Human HTHtub: 9.6%	SIM1, FOXB1, PITX2, LHX1-DT, FRMPD2, LHX1, ANXA3, AC012501.2, AC083837.1, AL691420.1	1061	0.031508011	21466.54383	0.730315301	0.005843229	204	484	373	0	0.456173421	3
333	Mmb_333	Mammillary body	NEUR	HDC VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG SST TAC UBL proSAAS		N/A	Hypothalamus: 97.7%, Cerebral cortex: 1.0%, Thalamus: 0.8%	Human HTHma-HTHtub: 36.0%, Human HTHtub: 28.7%, Human MN: 27.0%	SIM1, AC244258.1, LHX1-DT, LTBP1, FOXB1, ZFHX4-AS1, CD36, LHX1, PMFBP1, PITX2	711	0.051980489	25375.16878	0.728473663	0.006183906	184	304	216	7	0.427566807	4
334	Splat_334	Splatter	NEUR	CHOL VGLUT1 VGLUT2	ADCYAP CART CBLN CCK CHGB CRH NAMPT NMU NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Thalamus: 91.7%, Midbrain: 8.2%, Pons: 0.1%	Human ETH: 62.8%, Human MD-Re: 27.9%, Human SC: 6.3%	GNG8, GPR151, LINC01307, CHRNB3, POU4F1, SLC5A7, SCUBE1, TRPM8, ACOXL, F13A1	1998	0.030422621	17940.7968	0.651474399	0.020708959	959	426	613	0	0.47997998	3
335	Splat_335	Splatter	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB CRH IGF NAMPT NUCB PENK PTHLH SCG SST UBL VGF proSAAS		N/A	Medulla: 78.3%, Pons: 15.9%, Midbrain: 4.8%	Human IO: 70.8%, Human PnRF: 13.5%, Human MoSR: 3.2%	HSPD1P8, AC092445.1, LINC00331, POU4F1, TES, HOXD3, AC096773.1, PDLIM1, AC093772.1, LINC00581	993	0.180973767	31000.02316	0.707752597	0.028672531	115	232	646	0	0.650553877	3
336	Splat_336	Splatter	NEUR	VGLUT2 VGLUT3	AGT CBLN CCK CHGA CHGB GAL NAMPT NPPC NTS NUCB NXPH POMC SCG SST UBL proSAAS		N/A	Midbrain: 91.5%, Thalamus: 8.1%, Medulla: 0.3%	Human SN-RN: 59.7%, Human PAG: 18.3%, Human CM-Pf: 7.7%	NKX6-1, FAM83B, ASAH2, LINC00261, EBF3, SIM1, ONECUT1, FOXA2, AC024230.1, AC079148.3	1263	0.084224171	43234.962	0.667229506	0.004685834	172	933	158	0	0.73871734	3
337	Splat_337	Splatter	NEUR	GABA	CALCB CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC POMC PYY SCG UBL VGF proSAAS		N/A	Basal forebrain: 81.9%, Midbrain: 17.6%, Hypothalamus: 0.5%	Human GPi: 53.9%, Human GPe: 26.4%, Human SN: 16.1%	ONECUT1, ASAH2, AC016044.1, LHX1-DT, KANK4, LINC00922, LINC02520, ZNF676, LHX1, MARCHF11-AS1	193	0.219244783	45029.84974	0.714482351	0.001880189	5	185	3	0	0.958549223	3
338	Splat_338	Splatter	NEUR	VGLUT2	CBLN CHGA CHGB NAMPT NUCB NXPH SCG UBL proSAAS		N/A	Medulla: 99.1%, Basal forebrain: 0.6%, Pons: 0.3%	Human MoAN: 53.4%, Human MoSR: 34.0%, Human MoRF-MoEN: 11.7%	LINC02058, AC004080.1, FSHR, HOXD3, ASAH2, EBF1, PPP1R1C, HOXB3, IGFBP7, LNCTAM34A	350	0.113715486	19972.95714	0.688584501	0.011671441	2	285	63	0	0.814285714	3
339	Splat_339	Splatter	NEUR	GLY VGLUT2	CHGA CHGB NAMPT NUCB NXPH PENK SCG TAC UBL VGF proSAAS		N/A	Pons: 99.4%, Medulla: 0.4%, Midbrain: 0.2%	Human DTg: 39.1%, Human PnRF: 35.2%, Human PB: 16.6%	SLC6A5, GLRA1, LINC01956, LGI2, EN1, LINC01798, ADGRD2, ASAH2, HOXB-AS1, MAB21L2	489	0.064762031	25574.6544	0.666166874	0.005617147	37	51	401	0	0.8200409	3
340	Splat_340	Splatter	NEUR	VGLUT2	CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS		N/A	Pons: 88.3%, Midbrain: 9.5%, Thalamus: 1.6%	Human PB: 67.1%, Human DTg: 14.6%, Human PnEN: 5.1%	PTH2, ONECUT1, LHX9, MAB21L2, PRDM6, AC016044.1, DLK1, LINC01798, C1QL1, ONECUT3	547	0.075840023	23209.78428	0.625089726	0.004261797	40	81	426	0	0.778793419	3
341	Splat_341	Splatter	NEUR	VGLUT2	CBLN CHGA CHGB NAMPT NUCB SCG UBL UCN proSAAS		N/A	Pons: 98.8%, Medulla: 1.2%, Cerebral cortex: 0.0%	Human DTg: 81.3%, Human PnEN: 11.1%, Human PnAN: 4.7%	EBF2, EBF3, AC079160.1, EBF1, DRGX, LINC01798, LINC01645, CNGA3, AC096719.1, LBX1-AS1	342	0.039585018	14503.43275	0.674472321	0.026441829	40	17	285	0	0.833333333	3
342	Splat_342	Splatter	NEUR	VGLUT2	ADCYAP ADM CBLN CHGA CHGB IGF NAMPT NUCB NXPH PYY SCG SPX UBL UCN VGF proSAAS		N/A	Cerebellum: 97.0%, Pons: 1.8%, Midbrain: 0.8%	Human CbDN: 97.0%, Human PnAN: 1.0%, Human PB: 0.6%	ASAH2, VENTXP1, AF130359.1, LTBP2, LINC01036, AC090993.1, AC007614.1, LINC01524, DIAPH3, AC087855.2	868	0.115885012	48453.24309	0.764922511	0.003425052	16	19	833	0	0.959677419	3
343	Splat_343	Splatter	NEUR	VGLUT2	CBLN CHGA CHGB NAMPT NPPC NTS NUCB SCG SST TRH UBL proSAAS		N/A	Medulla: 57.2%, Spinal cord: 34.1%, Pons: 5.9%	Human MoAN: 47.7%, Human SpC: 34.1%, Human MoSR: 9.2%	EBF2, DRGX, LMX1B, EBF1, MAFA, EBF3, HOXB7, HOXB3, AC024230.1, HOXD3	2797	0.033274013	13248.04219	0.636395836	0.005933203	124	281	2391	1	0.854844476	4
344	Splat_344	Splatter	CHRP NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NPFF NPPC NUCB NXPH SCG SST UBL proSAAS		N/A	Medulla: 61.0%, Spinal cord: 21.9%, Pons: 14.9%	Human MoAN: 29.1%, Human SpC: 21.9%, Human MoRF-MoEN: 17.3%	LMX1B, EBF3, EBF1, PHOX2B-AS1, HOXB3, AC009411.2, EBF2, AC018742.1, PHOX2B, TLX3	3736	0.053402852	13209.70584	0.684551795	0.007603374	257	865	2614	0	0.699678801	3
345	Splat_345	Splatter	NEUR	VGLUT2	ADCYAP CALCB CBLN CHGA CHGB GRP NAMPT NMB NMU NPB NPPC NUCB PENK SCG SST TAC UBL proSAAS		N/A	Medulla: 52.3%, Spinal cord: 35.4%, Midbrain: 6.8%	Human MoAN: 42.2%, Human SpC: 35.4%, Human MoSR: 9.3%	LMX1B, DRGX, SKOR2, HOXB7, HOXB3, EBF3, EBF2, EBF1, TLX3, HOXD3	2720	0.04033493	12912.89375	0.628576641	0.006862824	275	326	2118	1	0.778676471	4
346	Splat_346	Splatter	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH PDYN PENK SCG SST TAC UBL proSAAS		N/A	Medulla: 60.2%, Spinal cord: 39.4%, Pons: 0.3%	Human SpC: 39.4%, Human MoAN: 34.3%, Human MoSR: 22.4%	LMX1B, HOXB3, HOXD3, AL161908.1, POU4F1, EBF3, HOXB7, HSPD1P8, NHLH1, TAC3	635	0.07656429	15984.95276	0.743946992	0.008409307	10	74	551	0	0.867716535	3
347	Splat_347	Splatter	NEUR	GLY	CCK CHGA CHGB NAMPT NPPC NUCB NXPH PDYN PNOC SCG SST UBL proSAAS		N/A	Medulla: 68.6%, Spinal cord: 29.3%, Pons: 0.9%	Human MoAN: 33.4%, Human SpC: 29.3%, Human MoSR: 21.6%	PAX2, HOXB3, EBF3, NPPC, SLC6A5, HOXB7, AC024230.1, HOXB-AS3, PAX8, PDYN	2434	0.080558776	15555.01808	0.695708271	0.009509955	122	467	1845	0	0.758011504	3
348	Splat_348	Splatter	NEUR	GLY	CHGA CHGB NAMPT NPPC NPY NUCB NXPH PENK PNOC SCG SST UBL VGF proSAAS		N/A	Medulla: 65.6%, Spinal cord: 26.9%, Pons: 6.0%	Human MoAN: 39.0%, Human SpC: 26.9%, Human MoSR: 19.3%	HOXB3, PAX2, GBX1, HOXD3, GPC3, PAX8, NPPC, HOXB7, SLC6A5, SALL3	1861	0.076383629	17599.80924	0.699797445	0.006626438	140	362	1358	1	0.729715207	4
349	Splat_349	Splatter	NEUR	GLY	CHGA CHGB NAMPT NPPC NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS		N/A	Medulla: 84.7%, Spinal cord: 12.7%, Pons: 1.7%	Human MoRF-MoEN: 42.5%, Human MoAN: 28.5%, Human MoSR: 13.7%	SLC6A5, PAX2, HOXB3, HOXD3, PAX8, LINC00540, HOXB2, HOXA3, MAB21L2, GBX2	1557	0.106741695	19051.20231	0.699017779	0.007075145	139	487	931	0	0.597944766	3
350	Splat_350	Splatter	NEUR	GLY	CART CHGA CHGB NAMPT NUCB NXPH PENK PNOC SCG UBL VGF proSAAS		N/A	Medulla: 98.2%, Spinal cord: 1.0%, Pons: 0.7%	Human MoRF-MoEN: 48.6%, Human MoAN: 35.1%, Human MoSR: 14.5%	SLC6A5, HOXB3, SKOR2, TFAP2A, LBX1-AS1, CRABP1, HOXA3, MAB21L2, HOXB2, HOXD3	3486	0.0790203	13275.77797	0.680921792	0.010192448	482	1238	1766	0	0.50659782	3
351	Splat_351	Splatter	NEUR	GABA	CBLN CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS		N/A	Midbrain: 90.0%, Thalamus: 8.2%, Hypothalamus: 1.3%	Human SN-RN: 27.9%, Human PAG: 19.7%, Human PTR: 13.1%	LINC00261, FOXA2, TM4SF18, NDNF, PAX5, LINC01956, EMX2OS, ASAH2, EBF3, EMX2	559	0.136883875	26365.39714	0.675272913	0.011936879	173	173	213	0	0.381037567	3
352	Splat_352	Splatter		GABA	CHGA CHGB NAMPT NPPC NUCB NXPH PNOC SCG UBL proSAAS		N/A	Midbrain: 97.3%, Pons: 0.9%, Medulla: 0.8%	Human SC: 81.8%, Human IC: 10.4%, Human PAG-DR: 2.7%	LHX1, EBF1, EBF3, GATA3, TRAC, GATA3-AS1, PVALB, HAS2-AS1, HAS2, LHX1-DT	862	0.024857278	11072.56265	0.577338621	0.008174889	177	554	130	1	0.642691415	4
353	Splat_353	Splatter	NEUR	GABA	CBLN CHGA CHGB NAMPT NMB NPB NPY NUCB NXPH PENK PNOC POMC SCG TAC UBL VGF proSAAS		N/A	Thalamus: 97.2%, Midbrain: 2.2%, Hypothalamus: 0.5%	Human LG: 93.9%, Human VLN: 1.4%, Human CM-Pf: 1.1%	GATA3, FABP4, HPGD, LHX5-AS1, NPY, GATA3-AS1, LINC00237, AC096751.2, AL138899.1, NDNF	852	0.052162004	15660.21127	0.577230287	0.008837299	72	681	99	0	0.799295775	3
354	Splat_354	Splatter	NEUR	GABA	CBLN CHGA CHGB IGF NAMPT NMU NPPC NPY NUCB NXPH PNOC SCG TAC UBL UCN VGF proSAAS		N/A	Midbrain: 86.4%, Thalamus: 9.6%, Pons: 2.2%	Human PTR: 31.6%, Human SN-RN: 20.7%, Human SN: 19.1%	GATA3, LHX1, LHX1-DT, LHX5-AS1, GATA3-AS1, ASAH2, ST8SIA6, SAMD11, SIX3, GATA2	1441	0.115763572	27613.1839	0.669635659	0.004746582	472	685	284	0	0.47536433	3
355	Splat_355	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB NAMPT NPPC NPY NUCB NXPH PENK PNOC SCG TAC UBL VGF proSAAS		N/A	Midbrain: 87.7%, Pons: 9.3%, Thalamus: 2.4%	Human IC: 35.8%, Human SC: 26.8%, Human PTR: 14.3%	PAX5, GATA3, LINC01956, LHX5-AS1, LINC01497, PAX7, LINC01210, GATA3-AS1, GATA2, LHX1	4371	0.070246418	22641.4658	0.655787148	0.007380762	1037	2028	1305	1	0.463967056	4
356	Splat_356	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG SST UBL VGF proSAAS		N/A	Midbrain: 67.5%, Pons: 20.1%, Thalamus: 9.5%	Human PTR: 30.3%, Human IC: 11.1%, Human SC: 8.1%	MECOM, COL8A1, GATA3, LHX5-AS1, AC005100.1, GATA3-AS1, LMO1, EBF3, GATA2, TFAP2A	6063	0.073026345	20860.0028	0.680196912	0.009537316	2277	2000	1783	3	0.375556655	4
357	Splat_357	Splatter	NEUR	GABA	CHGA CHGB NAMPT NMU NPPC NUCB NXPH PENK PNOC SCG UBL VGF proSAAS		N/A	Midbrain: 97.4%, Pons: 1.6%, Thalamus: 0.9%	Human SC: 32.6%, Human PTR: 30.3%, Human PAG: 17.5%	TFAP2B, EMX2, LINC01497, PAX7, EMX2OS, FAM9B, GATA3, AC005208.1, LEF1, LHX5-AS1	2674	0.063407867	21913.12378	0.657327081	0.006804551	995	1259	420	0	0.470830217	3
358	Splat_358	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB NAMPT NMU NPPC NUCB NXPH PENK PNOC SCG TAC UBL VGF proSAAS		N/A	Midbrain: 91.5%, Thalamus: 7.8%, Pons: 0.4%	Human SC: 30.4%, Human PTR: 26.0%, Human PAG: 14.0%	TFAP2B, PAX3, GATA3, LINC01497, PAX7, AC005208.1, TFAP2A, LHX5-AS1, GATA3-AS1, AC025946.1	3175	0.049210456	18061.04724	0.656954918	0.007463224	1207	1476	490	2	0.46488189	4
359	Splat_359	Splatter	NEUR	GABA	CCK CHGA CHGB NAMPT NPPC NUCB NXPH SCG SST UBL VGF proSAAS		N/A	Midbrain: 99.1%, Thalamus: 0.4%, Pons: 0.3%	Human SC: 70.1%, Human IC: 14.3%, Human PTR: 8.5%	TFAP2B, PAX7, GATA3, TFAP2A, ADAMTS20, LHX5-AS1, EMX2, LINC01210, GATA3-AS1, AC025946.1	6660	0.039141447	12878.88544	0.633799261	0.00489726	1738	3957	962	3	0.594144144	4
360	Splat_360	Splatter	NEUR	GABA	CHGA CHGB NAMPT NPPC NUCB SCG TAC UBL proSAAS		N/A	Midbrain: 99.1%, Pons: 0.8%, Thalamus: 0.1%	Human SC: 87.1%, Human IC: 10.6%, Human PTR: 0.6%	IGFL1, AP000146.1, LINC01692, OTX2, GATA3, IRX2, DMBX1, COL6A2, IRX3, FST	1215	0.040679213	12616.59012	0.645326546	0.004343995	238	766	211	0	0.630452675	3
361	Splat_361	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG TAC UBL VGF proSAAS		N/A	Midbrain: 83.4%, Thalamus: 14.3%, Pons: 1.8%	Human PTR: 49.6%, Human PAG: 14.9%, Human ETH: 8.9%	LINC01497, GATA3, AC005208.1, KCNJ16, GATA2, AC074099.1, LINC01876, LHX5-AS1, SIX3, LHX1	1067	0.056901128	23691.62137	0.654141613	0.007232615	440	471	156	0	0.441424555	3
362	Splat_362	Splatter	NEUR	GABA	CHGA CHGB NAMPT NMU NUCB NXPH PNOC SCG TAC UBL VGF proSAAS		N/A	Pons: 39.4%, Cerebellum: 34.7%, Midbrain: 21.7%	Human CbDN: 34.7%, Human DTg: 24.0%, Human PTR: 8.7%	LHX5-AS1, OTP, LHX1, EBF3, S100A10, ZPLD1, ECEL1, LINC02520, AL359915.1, TRPC7	2288	0.073391081	22153.63156	0.662189116	0.009277275	753	315	1217	3	0.531905594	4
363	Splat_363	Splatter	NEUR	VGLUT2	CHGA CHGB CRH NAMPT NUCB NXPH PENK PNOC SCG SST UBL proSAAS		N/A	Thalamus: 64.4%, Basal forebrain: 20.9%, Hypothalamus: 7.4%	Human ANC: 64.2%, Human SEP: 20.8%, Human BNST: 6.7%	EBF2, EBF3, AC009081.2, EOMES, CNGA3, AC092675.1, AC079160.1, GLP1R, ST8SIA6, CPA6	1482	0.036727986	14501.05938	0.69080713	0.008801321	548	674	260	0	0.454790823	3
364	Splat_364	Splatter	NEUR	VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Midbrain: 99.6%, Thalamus: 0.2%, Medulla: 0.1%	Human IC: 97.5%, Human SC: 1.7%, Human PTR: 0.2%	TFAP2D, LHX9, LINC01956, HNF4G, TMEM176B, LINC01568, AL138720.1, IRX2, WDR72, ZFHX4-AS1	7200	0.077045102	25341.75389	0.692734781	0.005009776	1883	3334	1982	1	0.463055556	4
365	Splat_365	Splatter	NEUR	GABA VGLUT2	ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH PENK SCG TAC UBL VGF proSAAS		N/A	Pons: 43.0%, Midbrain: 30.2%, Medulla: 17.1%	Human DTg: 13.8%, Human PnEN: 12.8%, Human MoRF-MoEN: 11.6%	SLC6A5, GLRA1, ONECUT1, LHX5-AS1, MAB21L2, LHX1, LINC01933, ASAH2, KLHL1, IGDCC4	28081	0.087567374	26060.9078	0.682137647	0.006825049	6139	7896	13967	79	0.497382572	4
366	Splat_366	Splatter	NEUR	VGLUT2	ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS		N/A	Midbrain: 57.4%, Pons: 19.9%, Thalamus: 15.2%	Human PAG: 17.9%, Human PTR: 12.3%, Human ETH: 9.4%	EBF2, EBF3, EBF1, KLHL1, SHOX2, AC007656.2, TFAP2D, RMST, SLC17A6, NCAPG	11033	0.077710886	20917.50566	0.676399843	0.008701791	3277	4252	3492	12	0.385389287	4
