accession_id,PCL_id,label,Class auto-annotation,cl_parent_1,cl_parent_2,cl_parent_3,cl_parent_4,definition,definition_ref,brain_region,brain_region_curie,brain_region_evidence,markers,marker_fbeta_score
CS202210140_269,PCL:0051269,LLC_268 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of EYA4 (Hsap), TACR1 (Hsap), CHST9 (Hsap), CMTM8 (Hsap). The soma of these cells can be found in the hippocampal formation. The reference data for this cell type is CS202210140_269.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 95.5%.,"CHST9 (Hsap), CMTM8 (Hsap), TACR1 (Hsap), EYA4 (Hsap)",0.38135593220338976
CS202210140_270,PCL:0051270,LLC_269 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of ISM1 (Hsap), IFI44 (Hsap), CHST9 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation, amygdala. The reference data for this cell type is CS202210140_270.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 25.7%.,"IFI44 (Hsap), ISM1 (Hsap), CHST9 (Hsap)",0.3409090909090909
CS202210140_271,PCL:0051271,LLC_270 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of TAC1 (Hsap), NOS1 (Hsap), PREX2 (Hsap), ADAMTS9-AS2 (Hsap), ARHGAP6 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_271.",DOI:10.1101/2022.10.12.511898,,,,"ARHGAP6 (Hsap), NOS1 (Hsap), TAC1 (Hsap), PREX2 (Hsap), ADAMTS9-AS2 (Hsap)",0.44999999999999996
CS202210140_272,PCL:0051272,LLC_271 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SFRP1 (Hsap), ADGRG6 (Hsap), RP11-563D10.1 (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala. The reference data for this cell type is CS202210140_272.",DOI:10.1101/2022.10.12.511898,,,,"ADGRG6 (Hsap), RP11-563D10.1 (Hsap), SFRP1 (Hsap)",0.31047077922077926
CS202210140_273,PCL:0051273,LLC_272 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SFRP1 (Hsap), LAMP5 (Hsap), FREM2 (Hsap), PDGFD (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala. The reference data for this cell type is CS202210140_273.",DOI:10.1101/2022.10.12.511898,,,,"SFRP1 (Hsap), LAMP5 (Hsap), FREM2 (Hsap), PDGFD (Hsap)",0.22582697201017804
CS202210140_274,PCL:0051274,LLC_273 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LRP2 (Hsap), FBN2 (Hsap), CHST9 (Hsap), RP11-563D10.1 (Hsap). The soma of these cells can be found in the amygdala, cerebral cortex. The reference data for this cell type is CS202210140_274.",DOI:10.1101/2022.10.12.511898,,,,"FBN2 (Hsap), LRP2 (Hsap), CHST9 (Hsap), RP11-563D10.1 (Hsap)",0.3855421686746988
CS202210140_275,PCL:0051275,LLC_274 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of FBN2 (Hsap), NFIA-AS2 (Hsap), CTC-806A22.1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_275.",DOI:10.1101/2022.10.12.511898,,,,"CTC-806A22.1 (Hsap), NFIA-AS2 (Hsap), FBN2 (Hsap)",0.49479166666666663
CS202210140_276,PCL:0051276,LLC_275 CNS interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,,"A CNS interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CA2 (Hsap), SFRP1 (Hsap), CXCL14 (Hsap), PDGFD (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala. The reference data for this cell type is CS202210140_276.",DOI:10.1101/2022.10.12.511898,,,,"CXCL14 (Hsap), PDGFD (Hsap), CA2 (Hsap), SFRP1 (Hsap)",0.44894366197183094
CS202210140_277,PCL:0051277,CGE_276 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of VIP (Hsap), SVEP1 (Hsap). The soma of these cells can be found in the hippocampal formation, amygdala, cerebral cortex. The reference data for this cell type is CS202210140_277.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 73.7%.,"VIP (Hsap), SVEP1 (Hsap)",0.4955357142857143
CS202210140_278,PCL:0051278,CGE_277 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")","A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SCGN (Hsap), DDR2 (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala. The reference data for this cell type is CS202210140_278.",DOI:10.1101/2022.10.12.511898,,,,"DDR2 (Hsap), SCGN (Hsap)",0.6675170068027211
CS202210140_279,PCL:0051279,CGE_278 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")","A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of WIF1 (Hsap), DDR2 (Hsap), CHRNA7 (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala. The reference data for this cell type is CS202210140_279.",DOI:10.1101/2022.10.12.511898,,,,"CHRNA7 (Hsap), DDR2 (Hsap), WIF1 (Hsap)",0.5856423173803526
CS202210140_280,PCL:0051280,CGE_279 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000679"";""glutamatergic neuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of DOCK8 (Hsap), CXCL14 (Hsap), FREM2 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation, amygdala. The reference data for this cell type is CS202210140_280.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 26.0%.,"FREM2 (Hsap), DOCK8 (Hsap), CXCL14 (Hsap)",0.5690298507462688
CS202210140_281,PCL:0051281,CGE_280 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")",,"A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LAMA3 (Hsap), CTD-2008L17.2 (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala. The reference data for this cell type is CS202210140_281.",DOI:10.1101/2022.10.12.511898,,,,"LAMA3 (Hsap), CTD-2008L17.2 (Hsap)",0.5135658914728682
CS202210140_282,PCL:0051282,CGE_281 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")",,"A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of EDNRA (Hsap), HTR3A (Hsap). The soma of these cells can be found in the cerebral cortex, amygdala, hippocampal formation. The reference data for this cell type is CS202210140_282.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 10.6%.,"EDNRA (Hsap), HTR3A (Hsap)",0.6654411764705883
CS202210140_283,PCL:0051283,CGE_282 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,"A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of ADAM33 (Hsap), CTC-367F4.1 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation. The reference data for this cell type is CS202210140_283.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 11.9%.,"ADAM33 (Hsap), CTC-367F4.1 (Hsap)",0.57909604519774
CS202210140_284,PCL:0051284,CGE_283 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,"A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SEMA3C (Hsap), SYT10 (Hsap), CXCL14 (Hsap), SGO1-AS1 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_284.",DOI:10.1101/2022.10.12.511898,,,,"SEMA3C (Hsap), SYT10 (Hsap), SGO1-AS1 (Hsap), CXCL14 (Hsap)",0.5208333333333334
CS202210140_285,PCL:0051285,CGE_284 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,"A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CCN2 (Hsap), CXCL14 (Hsap), PCDH18 (Hsap), RP1-35C21.2 (Hsap). The soma of these cells can be found in the cerebral cortex. The reference data for this cell type is CS202210140_285.",DOI:10.1101/2022.10.12.511898,,,,"CCN2 (Hsap), PCDH18 (Hsap), CXCL14 (Hsap), RP1-35C21.2 (Hsap)",0.5104961832061069
CS202210140_286,PCL:0051286,CGE_285 caudal ganglionic eminence derived interneuron (Hsap),NEUR,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000402"";""CNS interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023064"";""caudal ganglionic eminence derived interneuron"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0011005"";""GABAergic interneuron"")",,"A caudal ganglionic eminence derived interneuron of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of VIP (Hsap), PENK (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation. The reference data for this cell type is CS202210140_286.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 22.3%.,"PENK (Hsap), VIP (Hsap)",0.7134570765661253
